GMM_Labels,relativeID,latitude,longitude,TEMP_CTD_MEAN,SAL_CTD_MEAN,O2_SAT_MEAN,CHLOR_MEAN,dist_shore,DENSITY_MEAN
0,7.357142857142857,41.17774225121518,-124.18695923492986,15.862777016314311,32.47879529136165,106.82401790648821,31.072525919204043,73.00198917043986,23.73616292243026
1,7.492857142857143,44.82313161117148,-125.20281602323186,17.619008407606415,31.816477689350645,102.01964548320014,12.447997832280414,83.75802661110211,22.834219741378195
2,4.62111801242236,40.08853545839623,-124.13334488751065,12.099408327040353,33.38404111150401,109.21978142360723,20.543149664786462,30.775588657299433,25.1976235014224
3,1.5365853658536586,33.20142752893816,-118.25464170528701,21.201041238165626,33.61984017769155,97.47349075907155,50.34694265683842,22.847653362897265,23.28421426720915
4,5.883495145631068,41.03203850428122,-124.21210360110744,13.939862702711808,32.812677423238995,117.57545275110739,40.38608426077562,41.56955776049997,24.400096050414444
5,3.036764705882353,35.64352365641829,-121.61696811601544,15.971224658852426,33.55930190638872,103.14897991492415,8.423091969739376,37.80701366514985,24.52527415623465
